step,host,alg,-t,t,-mr,mr,-ma,ma,-mp,mp,-p,-k,k,-i,i,-d,d,-rq,rq,-rqsize,rqsize,-nwork,nwork,-nrq,nrq,-seqwidth,seqwidth,-trial,trial,-pinning,pinning,-data,total insert succ,total erase succ,throughput,incl. queries,elapsed milliseconds,tree,footprint after prefilling,footprint at the end,footprint peak in prefill,footprint peak overall,MILLIS_TO_RUN,INS,DEL,MAXKEY,WORK_THREADS,RECLAIM_TYPE,ALLOC_TYPE,POOL_TYPE,WIDTH_SEQ,THREAD_BINDING,PREFILL,PAPI_L1_DCM,PAPI_L2_TCM,PAPI_L3_TCM,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_TOT_INS,allocated~5,deallocated~2,recycled~2,pool~2,reclaim~2,total fast htm commit~2,total fast htm abort~2,total fallback commit~2,total fallback abort~2,seconds global lock is held~2,obj1type,obj1size,obj1allocated,obj2type,obj2size,obj2allocated,filename,cmd,machine
step436,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,90,-nrq,0,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,80877526,80866328,16174385,40386091,10000,,,,,,10000,205445.99,20,100000,90,debra,new,none,,8,1,,10.725,1.76668,5875.35,,5445.99,,,,,,402925628 ,182608857 ,935284 ,0 ,4.57105 ,,,,,,,"step436.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.90.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 90 -nrq 0 >> output.zyra.dsbench/step436.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.90.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step437,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,90,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,79323233,79318348,15864158,39611594,10000,,,,,,10000,205627.97,20,100000,90,debra,new,none,,8,1,,10.7991,1.76325,5982.1,,5627.97,,,,,,395187926 ,180163198 ,928021 ,0 ,4.65844 ,,,,,,,"step437.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.90.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 90 -nrq 0 >> output.zyra.dsbench/step437.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.90.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step438,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,90,-nrq,0,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,79035367,79027501,15806286,39468476,10000,,,,,,10000,205564.06,20,100000,90,debra,new,none,,8,1,,10.931,1.78235,6002.52,,5564.06,,,,,,393740226 ,198357187 ,944537 ,0 ,4.56553 ,,,,,,,"step438.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.90.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 90 -nrq 0 >> output.zyra.dsbench/step438.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.90.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step439,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,89,-nrq,1,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,44604388,44614338,8921872,22294511,10000,,,,,,10000,2013227.6,20,100000,89,debra,new,none,,8,1,,11.5939,2.23916,10659.1,,13227.6,,,,,,222279025 ,116588938 ,666090 ,0 ,6.66088 ,,,,,,,"step439.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.89.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 89 -nrq 1 >> output.zyra.dsbench/step439.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.89.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1274,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,0,-d,0,-rq,0,-rqsize,256,-nwork,143,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,,,0,113618708,10000,,,,,,10000,03686.9,0,10000,143,debra,new,none,,8,1,,1.48158,0.260216,3345.03,,3686.9,,,,,,1135934202 ,37444670 ,252878 ,0 ,6.01798 ,,,,,,,"step1274.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 0 -d 0 -rq 0 -rqsize 256 -nwork 143 -nrq 1 >> output.zyra.dsbench/step1274.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step43,zyra,dsbench_hytm2_3path,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,0,-d,0,-rq,0,-rqsize,256,-nwork,125,-nrq,1,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,,,,,,,,,,,10000,0,0,100000,125,debra,new,none,,8,1,,,,,,,,,,,,12149 ,8511529 ,47828 ,4240 ,0 ,,,,,,,"step43.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2_3path -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 0 -d 0 -rq 0 -rqsize 256 -nwork 125 -nrq 1 >> output.zyra.dsbench/step43.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step440,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,89,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,45298163,45307506,9060566,22640476,10000,,,,,,10000,2013086.1,20,100000,89,debra,new,none,,8,1,,11.4091,2.20093,10507.5,,13086.1,,,,,,225720087 ,115089534 ,684677 ,0 ,6.70145 ,,,,,,,"step440.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.89.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 89 -nrq 1 >> output.zyra.dsbench/step440.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.89.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step441,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,89,-nrq,1,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,45189387,45167455,9035684,22580786,10000,,,,,,10000,2013031.2,20,100000,89,debra,new,none,,8,1,,11.4294,2.19494,10502.5,,13031.2,,,,,,225122374 ,116395997 ,685488 ,0 ,6.67119 ,,,,,,,"step441.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.89.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 89 -nrq 1 >> output.zyra.dsbench/step441.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.89.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step442,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,108,-nrq,0,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,84387697,84387519,16877521,42144604,10000,,,,,,10000,205604.85,20,100000,108,debra,new,none,,8,1,,10.8989,1.82515,6739.82,,5604.85,,,,,,420470585 ,217051832 ,975458 ,0 ,4.91681 ,,,,,,,"step442.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.108.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 108 -nrq 0 >> output.zyra.dsbench/step442.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.108.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step443,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,108,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,78909359,78911749,15782110,39408336,10000,,,,,,10000,205730.61,20,100000,108,debra,new,none,,8,1,,11.0074,1.83161,7218.09,,5730.61,,,,,,393031726 ,218414507 ,1051643 ,0 ,4.74142 ,,,,,,,"step443.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.108.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 108 -nrq 0 >> output.zyra.dsbench/step443.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.108.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step444,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,108,-nrq,0,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,83224193,83238608,16646280,41564540,10000,,,,,,10000,205759.56,20,100000,108,debra,new,none,,8,1,,10.8486,1.81241,6845.82,,5759.56,,,,,,414684649 ,205928267 ,960751 ,0 ,5.01179 ,,,,,,,"step444.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.108.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 108 -nrq 0 >> output.zyra.dsbench/step444.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.108.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step445,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,107,-nrq,1,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,47048422,47054535,9410295,23509266,10000,,,,,,10000,2013351.1,20,100000,107,debra,new,none,,8,1,,11.3356,2.07416,12125.5,,13351.1,,,,,,234426471 ,128489648 ,666195 ,0 ,6.96584 ,,,,,,,"step445.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.107.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 107 -nrq 1 >> output.zyra.dsbench/step445.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.107.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step446,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,107,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,46490671,46497665,9298833,23236194,10000,,,,,,10000,2013330.9,20,100000,107,debra,new,none,,8,1,,11.4141,2.06958,12229.9,,13330.9,,,,,,231687453 ,131798698 ,674487 ,0 ,6.95319 ,,,,,,,"step446.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.107.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 107 -nrq 1 >> output.zyra.dsbench/step446.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.107.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step447,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,107,-nrq,1,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,44530949,44533862,8906481,22252553,10000,,,,,,10000,2014205.2,20,100000,107,debra,new,none,,8,1,,11.6334,2.11066,13081.5,,14205.2,,,,,,221803287 ,136914885 ,722249 ,0 ,7.08121 ,,,,,,,"step447.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.107.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 107 -nrq 1 >> output.zyra.dsbench/step447.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.107.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step448,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,126,-nrq,0,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,84007234,84019389,16802662,41959145,10000,,,,,,10000,206956.67,20,100000,126,debra,new,none,,8,1,,11.27,2.18111,7914.64,,6956.67,,,,,,418546137 ,270255395 ,1045314 ,0 ,4.85257 ,,,,,,,"step448.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.126.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 126 -nrq 0 >> output.zyra.dsbench/step448.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.126.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1275,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,0,-d,0,-rq,0,-rqsize,256,-nwork,143,-nrq,1,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,,,0,117358716,10000,,,,,,10000,03585.8,0,10000,143,debra,new,none,,8,1,,1.4726,0.253717,3232.09,,3585.8,,,,,,1173332302 ,38208282 ,254862 ,0 ,6.0336 ,,,,,,,"step1275.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 0 -d 0 -rq 0 -rqsize 256 -nwork 143 -nrq 1 >> output.zyra.dsbench/step1275.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step449,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,126,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,88616680,88644207,17726088,44261113,10000,,,,,,10000,207002.35,20,100000,126,debra,new,none,,8,1,,11.0608,2.15907,7487.81,,7002.35,,,,,,441580292 ,236994769 ,1030840 ,0 ,5.16661 ,,,,,,,"step449.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.126.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 126 -nrq 0 >> output.zyra.dsbench/step449.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.126.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step44,zyra,dsbench_hytm2_3path,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,0,-d,0,-rq,0,-rqsize,256,-nwork,125,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,,,0,156904208,10000,,,,,,10000,01329.84,0,100000,125,debra,new,none,,8,1,,24.0843,0.0918174,2113.25,,1329.84,,,,,,8213469 ,1561762202 ,60972 ,33695 ,0 ,,,,,,,"step44.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2_3path -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 0 -d 0 -rq 0 -rqsize 256 -nwork 125 -nrq 1 >> output.zyra.dsbench/step44.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step450,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,126,-nrq,0,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,87524555,87513770,17503832,43709264,10000,,,,,,10000,206986.88,20,100000,126,debra,new,none,,8,1,,11.6654,2.21019,7591.53,,6986.88,,,,,,436058574 ,250025185 ,1034073 ,0 ,5.06098 ,,,,,,,"step450.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.126.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 126 -nrq 0 >> output.zyra.dsbench/step450.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.126.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step451,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,125,-nrq,1,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,37730387,37737690,7546807,18858194,10000,,,,,,10000,2016666.5,20,100000,125,debra,new,none,,8,1,,12.7635,2.76683,17633.9,,16666.5,,,,,,187353003 ,149817602 ,1228944 ,0 ,5.76972 ,,,,,,,"step451.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 125 -nrq 1 >> output.zyra.dsbench/step451.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step452,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,125,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,52296587,52287975,10458456,26128377,10000,,,,,,10000,2015259.3,20,100000,125,debra,new,none,,8,1,,11.6091,2.56752,12747.1,,15259.3,,,,,,260539337 ,155178233 ,744440 ,0 ,6.91623 ,,,,,,,"step452.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 125 -nrq 1 >> output.zyra.dsbench/step452.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
